agg_name,xx,yy
Baccha elongata,510.50,376.50
Baccha elongata,510.50,376.60
Baccha elongata,511.30,141.40
Baccha elongata,511.50,213.50
Baccha elongata,512.00,375.50
Baccha elongata,512.20,375.50
Baccha elongata,512.40,213.20
Baccha elongata,513.00,288.00
Baccha elongata,513.00,370.40
Baccha elongata,513.80,209.20
Baccha elongata,514.70,372.80
Baccha elongata,514.80,374.10
Baccha elongata,515.90,151.60
Baccha elongata,515.90,298.40
Baccha elongata,516.00,134.00
Baccha elongata,516.00,188.00
Baccha elongata,516.00,298.00
Baccha elongata,516.00,301.20
Baccha elongata,517.00,193.00
Baccha elongata,517.20,141.50
Baccha elongata,517.60,156.60
Baccha elongata,517.80,159.30
Baccha elongata,518.40,173.70
Baccha elongata,518.60,160.30
Baccha elongata,518.80,201.10
Baccha elongata,518.80,248.20
Baccha elongata,519.50,174.50
Baccha elongata,520.00,151.00
Baccha elongata,520.00,289.00
Baccha elongata,520.70,156.30
Baccha elongata,521.00,157.00
Baccha elongata,521.20,144.40
Baccha elongata,521.50,359.00
Baccha elongata,522.00,187.00
Baccha elongata,522.30,149.70
Baccha elongata,523.00,161.00
Baccha elongata,527.00,162.00
Baccha elongata,528.00,179.00
Baccha elongata,529.50,140.60
Baccha elongata,531.10,171.00
Baccha elongata,532.00,152.00
Baccha elongata,532.00,207.00
Baccha elongata,532.80,152.70
Baccha elongata,533.10,140.90
Baccha elongata,533.20,152.80
Baccha elongata,534.00,152.00
Baccha elongata,534.00,153.00
Baccha elongata,534.30,154.70
Baccha elongata,534.40,172.60
Baccha elongata,534.50,154.80
Baccha elongata,535.00,152.00
Baccha elongata,535.00,153.00
Baccha elongata,535.00,157.00
Baccha elongata,535.80,381.80
Baccha elongata,535.90,142.50
Baccha elongata,536.00,152.00
Baccha elongata,536.90,152.90
Baccha elongata,537.00,153.00
Baccha elongata,538.20,382.10
Baccha elongata,541.00,154.00
Baccha elongata,541.00,165.00
Baccha elongata,542.00,186.00
Baccha elongata,542.00,198.00
Baccha elongata,542.80,143.10
Baccha elongata,543.00,154.00
Baccha elongata,545.20,371.60
Baccha elongata,545.90,371.70
Baccha elongata,547.00,156.00
Baccha elongata,547.50,203.50
Baccha elongata,548.00,156.00
Baccha elongata,548.50,156.50
Baccha elongata,549.00,151.00
Baccha elongata,549.00,219.00
Baccha elongata,551.00,147.00
Baccha elongata,551.00,163.00
Baccha elongata,553.70,182.80
Baccha elongata,556.00,178.00
Baccha elongata,557.00,138.00
Baccha elongata,559.00,140.00
Baccha elongata,560.00,150.00
Baccha elongata,561.80,231.80
Baccha elongata,564.00,175.00
Baccha elongata,564.80,156.50
Baccha elongata,567.00,189.00
Baccha elongata,567.00,337.00
Baccha elongata,568.00,337.00
Baccha elongata,572.00,161.00
Baccha elongata,578.30,118.80
Baccha elongata,591.00,208.00
Baccha elongata,593.00,235.00
Baccha elongata,593.00,236.00
Baccha elongata,597.00,243.00
Baccha elongata,598.20,312.20
Baccha elongata,598.70,135.90
Baccha elongata,601.50,293.40
Baccha elongata,602.00,272.00
Baccha elongata,602.40,260.10
Baccha elongata,604.00,287.00
Baccha elongata,607.00,144.00
Baccha elongata,610.00,160.00
Baccha elongata,610.30,162.20
Baccha elongata,615.00,250.00
Baccha elongata,617.00,135.00
Baccha elongata,626.50,320.20
Baccha elongata,632.00,315.00
Baccha elongata,633.00,251.00
Baccha elongata,633.00,316.00
Baccha elongata,634.00,246.00
Baccha elongata,634.20,306.50
Baccha elongata,635.00,319.00
Baccha elongata,635.50,319.50
Baccha elongata,638.00,253.00
Baccha elongata,639.40,313.40
Baccha elongata,639.60,291.70
Baccha elongata,642.00,268.00
Baccha elongata,642.00,321.00
Baccha elongata,646.00,272.00
Baccha elongata,646.20,259.00
Baccha elongata,647.00,290.00
Blera fallax,299.00,824.00
Brachyopa bicolor,429.60,103.70
Brachyopa bicolor,528.20,213.50
Brachyopa bicolor,576.00,272.50
Brachyopa insensilis,255.00,370.00
Brachyopa insensilis,280.30,379.00
Brachyopa insensilis,332.60,348.20
Brachyopa insensilis,332.60,348.60
Brachyopa insensilis,333.00,666.00
Brachyopa insensilis,334.00,242.00
Brachyopa insensilis,334.40,241.90
Brachyopa insensilis,353.00,542.00
Brachyopa insensilis,363.50,163.30
Brachyopa insensilis,365.00,102.00
Brachyopa insensilis,365.40,102.60
Brachyopa insensilis,385.50,159.00
Brachyopa insensilis,394.00,239.00
Brachyopa insensilis,426.00,370.00
Brachyopa insensilis,429.60,103.70
Brachyopa insensilis,433.00,415.00
Brachyopa insensilis,436.00,322.00
Brachyopa insensilis,451.00,458.00
Brachyopa insensilis,454.00,403.00
Brachyopa insensilis,502.00,319.00
Brachyopa insensilis,506.20,298.50
Brachyopa insensilis,510.00,349.00
Brachyopa insensilis,516.00,171.00
Brachyopa insensilis,518.60,182.00
Brachyopa insensilis,518.90,153.60
Brachyopa insensilis,519.40,298.80
Brachyopa insensilis,527.70,221.00
Brachyopa insensilis,528.00,165.00
Brachyopa insensilis,531.00,165.00
Brachyopa insensilis,532.20,259.40
Brachyopa insensilis,534.00,164.00
Brachyopa insensilis,534.40,172.60
Brachyopa insensilis,534.50,362.60
Brachyopa insensilis,534.50,362.70
Brachyopa insensilis,536.90,152.90
Brachyopa insensilis,542.00,156.00
Brachyopa insensilis,542.00,186.00
Brachyopa insensilis,551.00,163.00
Brachyopa pilosa,303.70,224.20
Brachyopa pilosa,330.00,221.00
Brachyopa pilosa,379.00,277.00
Brachyopa pilosa,380.00,91.00
Brachyopa pilosa,380.60,91.50
Brachyopa pilosa,427.60,106.10
Brachyopa pilosa,428.00,278.00
Brachyopa pilosa,495.00,185.00
Brachyopa pilosa,499.80,210.40
Brachyopa pilosa,508.00,198.20
Brachyopa pilosa,508.60,151.50
Brachyopa pilosa,515.80,162.20
Brachyopa pilosa,529.00,253.00
Brachyopa scutellaris,184.00,842.00
Brachyopa scutellaris,247.00,185.00
Brachyopa scutellaris,248.00,185.00
Brachyopa scutellaris,249.00,633.00
Brachyopa scutellaris,256.90,372.30
Brachyopa scutellaris,262.00,336.00
Brachyopa scutellaris,267.00,694.00
Brachyopa scutellaris,268.70,319.50
Brachyopa scutellaris,280.30,379.00
Brachyopa scutellaris,284.00,806.00
Brachyopa scutellaris,318.00,507.00
Brachyopa scutellaris,326.00,338.00
Brachyopa scutellaris,327.00,337.00
Brachyopa scutellaris,327.00,521.00
Brachyopa scutellaris,333.00,666.00
Brachyopa scutellaris,333.70,347.40
Brachyopa scutellaris,335.70,356.00
Brachyopa scutellaris,335.80,356.00
Brachyopa scutellaris,342.00,483.00
Brachyopa scutellaris,343.80,483.00
Brachyopa scutellaris,343.90,482.80
Brachyopa scutellaris,346.90,189.60
Brachyopa scutellaris,347.70,476.70
Brachyopa scutellaris,349.30,96.10
Brachyopa scutellaris,351.80,127.50
Brachyopa scutellaris,352.10,124.70
Brachyopa scutellaris,354.00,442.00
Brachyopa scutellaris,354.60,442.20
Brachyopa scutellaris,354.60,442.40
Brachyopa scutellaris,355.60,115.30
Brachyopa scutellaris,363.50,163.50
Brachyopa scutellaris,367.60,163.90
Brachyopa scutellaris,367.70,148.10
Brachyopa scutellaris,370.80,136.90
Brachyopa scutellaris,374.00,143.00
Brachyopa scutellaris,375.80,157.80
Brachyopa scutellaris,379.00,105.00
Brachyopa scutellaris,380.30,330.30
Brachyopa scutellaris,380.60,91.50
Brachyopa scutellaris,397.00,117.00
Brachyopa scutellaris,409.00,255.00
Brachyopa scutellaris,416.20,388.40
Brachyopa scutellaris,423.00,233.00
Brachyopa scutellaris,429.00,265.00
Brachyopa scutellaris,429.60,103.70
Brachyopa scutellaris,432.00,294.00
Brachyopa scutellaris,432.00,340.00
Brachyopa scutellaris,432.80,381.10
Brachyopa scutellaris,433.00,243.00
Brachyopa scutellaris,433.40,106.90
Brachyopa scutellaris,441.00,246.00
Brachyopa scutellaris,451.00,494.40
Brachyopa scutellaris,457.00,390.00
Brachyopa scutellaris,460.70,482.80
Brachyopa scutellaris,464.60,107.80
Brachyopa scutellaris,468.50,104.50
Brachyopa scutellaris,470.50,110.20
Brachyopa scutellaris,471.90,150.90
Brachyopa scutellaris,472.00,376.00
Brachyopa scutellaris,473.00,377.00
Brachyopa scutellaris,473.50,133.20
Brachyopa scutellaris,478.00,303.00
Brachyopa scutellaris,483.00,296.00
Brachyopa scutellaris,491.60,152.30
Brachyopa scutellaris,493.50,159.60
Brachyopa scutellaris,494.10,135.10
Brachyopa scutellaris,499.60,141.40
Brachyopa scutellaris,507.00,141.20
Brachyopa scutellaris,508.50,140.80
Brachyopa scutellaris,508.60,140.80
Brachyopa scutellaris,509.60,138.80
Brachyopa scutellaris,511.30,141.40
Brachyopa scutellaris,514.00,301.70
Brachyopa scutellaris,517.10,149.00
Brachyopa scutellaris,518.90,137.70
Brachyopa scutellaris,539.20,155.00
Brachyopa scutellaris,545.00,108.00
Brachyopa scutellaris,545.90,371.60
Brachyopa scutellaris,554.00,226.00
Brachyopa scutellaris,556.00,139.00
Brachyopa scutellaris,558.90,249.60
Brachyopa scutellaris,588.00,151.00
Brachyopa scutellaris,593.50,296.60
Brachyopa scutellaris,598.20,312.20
Brachyopa scutellaris,607.00,144.00
Brachyopa scutellaris,608.50,153.90
Brachyopa scutellaris,610.30,162.20
Brachyopa scutellaris,628.00,252.00
Brachypalpoides lentus,232.00,58.00
Brachypalpoides lentus,236.30,218.40
Brachypalpoides lentus,240.00,53.00
Brachypalpoides lentus,256.90,372.30
Brachypalpoides lentus,260.00,344.60
Brachypalpoides lentus,289.00,144.00
Brachypalpoides lentus,307.00,165.60
Brachypalpoides lentus,309.00,166.00
Brachypalpoides lentus,319.10,492.50
Brachypalpoides lentus,319.80,491.80
Brachypalpoides lentus,321.00,306.00
Brachypalpoides lentus,325.20,228.50
Brachypalpoides lentus,325.30,228.50
Brachypalpoides lentus,325.60,551.50
Brachypalpoides lentus,325.80,515.70
Brachypalpoides lentus,326.00,338.00
Brachypalpoides lentus,330.00,487.00
Brachypalpoides lentus,331.00,208.00
Brachypalpoides lentus,331.00,335.00
Brachypalpoides lentus,332.00,659.00
Brachypalpoides lentus,332.60,348.20
Brachypalpoides lentus,332.60,348.60
Brachypalpoides lentus,333.00,348.50
Brachypalpoides lentus,333.00,482.00
Brachypalpoides lentus,334.00,348.50
Brachypalpoides lentus,334.00,487.00
Brachypalpoides lentus,334.60,242.70
Brachypalpoides lentus,334.70,242.00
Brachypalpoides lentus,343.00,487.00
Brachypalpoides lentus,344.00,487.00
Brachypalpoides lentus,348.20,475.60
Brachypalpoides lentus,349.00,493.00
Brachypalpoides lentus,354.60,442.20
Brachypalpoides lentus,363.00,82.00
Brachypalpoides lentus,366.30,303.50
Brachypalpoides lentus,374.50,199.10
Brachypalpoides lentus,378.00,105.00
Brachypalpoides lentus,379.00,277.00
Brachypalpoides lentus,380.60,91.50
Brachypalpoides lentus,385.50,159.00
Brachypalpoides lentus,393.70,384.40
Brachypalpoides lentus,410.00,274.00
Brachypalpoides lentus,411.00,500.00
Brachypalpoides lentus,416.00,321.20
Brachypalpoides lentus,417.00,371.00
Brachypalpoides lentus,417.00,373.00
Brachypalpoides lentus,423.00,233.00
Brachypalpoides lentus,424.00,375.00
Brachypalpoides lentus,427.60,106.00
Brachypalpoides lentus,428.00,273.00
Brachypalpoides lentus,432.00,340.00
Brachypalpoides lentus,437.00,384.00
Brachypalpoides lentus,439.00,355.00
Brachypalpoides lentus,439.10,355.10
Brachypalpoides lentus,440.00,277.00
Brachypalpoides lentus,440.30,144.00
Brachypalpoides lentus,443.80,129.60
Brachypalpoides lentus,448.00,84.00
Brachypalpoides lentus,454.30,173.30
Brachypalpoides lentus,456.60,412.40
Brachypalpoides lentus,457.50,170.30
Brachypalpoides lentus,460.00,482.00
Brachypalpoides lentus,461.00,211.00
Brachypalpoides lentus,470.50,110.20
Brachypalpoides lentus,473.50,126.60
Brachypalpoides lentus,474.70,156.50
Brachypalpoides lentus,474.70,156.70
Brachypalpoides lentus,478.00,303.00
Brachypalpoides lentus,486.10,146.70
Brachypalpoides lentus,488.20,133.90
Brachypalpoides lentus,493.00,174.00
Brachypalpoides lentus,493.30,173.80
Brachypalpoides lentus,497.00,139.00
Brachypalpoides lentus,498.00,133.50
Brachypalpoides lentus,500.00,497.00
Brachypalpoides lentus,514.20,375.30
Brachypalpoides lentus,515.80,162.20
Brachypalpoides lentus,518.30,148.60
Brachypalpoides lentus,522.50,140.30
Brachypalpoides lentus,551.00,163.00
Brachypalpoides lentus,552.00,129.00
Brachypalpoides lentus,553.00,168.00
Brachypalpoides lentus,561.00,143.00
Brachypalpoides lentus,562.00,189.00
Brachypalpoides lentus,633.00,316.00
Brachypalpus laphriformis,237.00,54.00
Brachypalpus laphriformis,248.90,201.40
Brachypalpus laphriformis,297.00,205.00
Brachypalpus laphriformis,298.00,204.00
Brachypalpus laphriformis,299.30,143.00
Brachypalpus laphriformis,321.00,306.00
Brachypalpus laphriformis,325.80,515.60
Brachypalpus laphriformis,334.00,242.00
Brachypalpus laphriformis,344.00,482.70
Brachypalpus laphriformis,344.00,482.80
Brachypalpus laphriformis,348.00,479.00
Brachypalpus laphriformis,348.70,479.30
Brachypalpus laphriformis,349.00,474.00
Brachypalpus laphriformis,353.00,351.00
Brachypalpus laphriformis,373.20,93.60
Brachypalpus laphriformis,374.30,87.20
Brachypalpus laphriformis,378.00,105.00
Brachypalpus laphriformis,380.60,91.50
Brachypalpus laphriformis,384.90,299.00
Brachypalpus laphriformis,424.00,406.00
Brachypalpus laphriformis,431.00,390.00
Brachypalpus laphriformis,471.40,118.40
Brachypalpus laphriformis,475.70,152.80
Brachypalpus laphriformis,480.60,125.50
Brachypalpus laphriformis,499.80,210.40
Brachypalpus laphriformis,509.00,150.90
Brachypalpus laphriformis,512.60,145.70
Brachypalpus laphriformis,517.80,159.30
Brachypalpus laphriformis,525.00,149.00
Brachypalpus laphriformis,549.20,123.20
Caliprobola speciosa,427.60,106.00
Caliprobola speciosa,429.60,103.70
Caliprobola speciosa,433.40,106.90
Caliprobola speciosa,440.70,101.40
Callicera aurata,276.00,359.00
Callicera aurata,276.80,358.90
Callicera aurata,276.90,358.90
Callicera aurata,278.50,89.30
Callicera aurata,281.00,89.00
Callicera aurata,400.50,95.80
Callicera aurata,433.00,398.00
Callicera aurata,437.40,124.00
Callicera aurata,440.00,129.20
Callicera aurata,448.00,84.00
Callicera aurata,473.00,133.00
Callicera aurata,474.00,133.00
Callicera aurata,477.60,136.90
Callicera aurata,483.90,153.20
Callicera aurata,487.00,181.00
Callicera aurata,488.50,179.30
Callicera aurata,496.30,164.30
Callicera aurata,497.00,169.00
Callicera aurata,499.20,117.20
Callicera aurata,517.00,159.60
Callicera aurata,576.00,272.00
Callicera aurata,615.80,159.30
Callicera rufa,198.00,862.00
Callicera rufa,260.00,833.00
Callicera rufa,276.00,898.00
Callicera rufa,288.00,821.00
Callicera rufa,289.00,812.00
Chalcosyrphus eunotus,332.60,348.60
Chalcosyrphus eunotus,333.00,347.00
Chalcosyrphus eunotus,334.50,348.90
Chalcosyrphus eunotus,337.40,225.10
Chalcosyrphus eunotus,345.00,220.00
Chalcosyrphus eunotus,345.90,220.30
Chalcosyrphus eunotus,375.80,157.80
Chalcosyrphus eunotus,412.00,238.00
Chalcosyrphus eunotus,412.00,239.00
Chalcosyrphus nemorum,151.00,31.00
Chalcosyrphus nemorum,151.00,32.00
Chalcosyrphus nemorum,151.30,31.40
Chalcosyrphus nemorum,151.40,31.70
Chalcosyrphus nemorum,152.00,32.00
Chalcosyrphus nemorum,152.30,32.30
Chalcosyrphus nemorum,216.00,208.20
Chalcosyrphus nemorum,230.00,55.00
Chalcosyrphus nemorum,230.00,56.00
Chalcosyrphus nemorum,230.00,58.00
Chalcosyrphus nemorum,232.80,335.10
Chalcosyrphus nemorum,234.00,56.00
Chalcosyrphus nemorum,236.00,218.00
Chalcosyrphus nemorum,236.30,218.40
Chalcosyrphus nemorum,236.40,495.00
Chalcosyrphus nemorum,237.00,54.00
Chalcosyrphus nemorum,243.00,70.00
Chalcosyrphus nemorum,243.00,193.00
Chalcosyrphus nemorum,244.00,68.00
Chalcosyrphus nemorum,245.00,53.00
Chalcosyrphus nemorum,265.00,341.20
Chalcosyrphus nemorum,269.00,194.00
Chalcosyrphus nemorum,288.00,812.00
Chalcosyrphus nemorum,294.50,846.40
Chalcosyrphus nemorum,304.00,210.00
Chalcosyrphus nemorum,308.70,125.20
Chalcosyrphus nemorum,309.00,219.00
Chalcosyrphus nemorum,310.00,224.00
Chalcosyrphus nemorum,315.50,142.00
Chalcosyrphus nemorum,321.00,306.00
Chalcosyrphus nemorum,322.00,550.30
Chalcosyrphus nemorum,329.60,402.50
Chalcosyrphus nemorum,330.10,324.00
Chalcosyrphus nemorum,331.00,208.00
Chalcosyrphus nemorum,333.50,348.40
Chalcosyrphus nemorum,333.70,347.40
Chalcosyrphus nemorum,334.00,348.50
Chalcosyrphus nemorum,334.50,487.50
Chalcosyrphus nemorum,337.20,224.90
Chalcosyrphus nemorum,342.00,186.00
Chalcosyrphus nemorum,342.80,140.80
Chalcosyrphus nemorum,343.00,487.00
Chalcosyrphus nemorum,343.40,487.50
Chalcosyrphus nemorum,347.40,476.40
Chalcosyrphus nemorum,347.80,217.20
Chalcosyrphus nemorum,350.00,434.00
Chalcosyrphus nemorum,350.00,450.00
Chalcosyrphus nemorum,350.50,341.60
Chalcosyrphus nemorum,350.60,450.60
Chalcosyrphus nemorum,351.00,434.00
Chalcosyrphus nemorum,355.80,94.70
Chalcosyrphus nemorum,358.00,415.00
Chalcosyrphus nemorum,361.70,367.80
Chalcosyrphus nemorum,363.50,163.30
Chalcosyrphus nemorum,363.50,163.50
Chalcosyrphus nemorum,364.50,162.40
Chalcosyrphus nemorum,374.00,384.00
Chalcosyrphus nemorum,374.00,387.00
Chalcosyrphus nemorum,374.90,387.50
Chalcosyrphus nemorum,379.00,277.00
Chalcosyrphus nemorum,379.84,382.76
Chalcosyrphus nemorum,379.84,382.78
Chalcosyrphus nemorum,379.85,382.75
Chalcosyrphus nemorum,380.60,91.50
Chalcosyrphus nemorum,392.70,89.20
Chalcosyrphus nemorum,393.20,287.20
Chalcosyrphus nemorum,397.00,88.20
Chalcosyrphus nemorum,402.20,328.00
Chalcosyrphus nemorum,402.20,328.30
Chalcosyrphus nemorum,402.30,328.10
Chalcosyrphus nemorum,402.60,129.90
Chalcosyrphus nemorum,402.60,131.20
Chalcosyrphus nemorum,410.00,274.00
Chalcosyrphus nemorum,416.00,267.00
Chalcosyrphus nemorum,424.80,375.00
Chalcosyrphus nemorum,428.00,273.00
Chalcosyrphus nemorum,429.60,103.70
Chalcosyrphus nemorum,430.00,340.00
Chalcosyrphus nemorum,431.00,372.00
Chalcosyrphus nemorum,432.00,339.00
Chalcosyrphus nemorum,432.00,340.00
Chalcosyrphus nemorum,432.00,414.00
Chalcosyrphus nemorum,436.70,114.90
Chalcosyrphus nemorum,437.00,276.00
Chalcosyrphus nemorum,440.00,277.00
Chalcosyrphus nemorum,440.00,280.00
Chalcosyrphus nemorum,440.00,401.00
Chalcosyrphus nemorum,440.30,144.00
Chalcosyrphus nemorum,448.20,349.00
Chalcosyrphus nemorum,449.00,378.00
Chalcosyrphus nemorum,452.00,268.00
Chalcosyrphus nemorum,457.00,85.00
Chalcosyrphus nemorum,457.00,375.00
Chalcosyrphus nemorum,460.50,339.50
Chalcosyrphus nemorum,462.50,373.70
Chalcosyrphus nemorum,463.30,375.30
Chalcosyrphus nemorum,463.40,173.90
Chalcosyrphus nemorum,464.60,107.80
